Ville,Date,Titre,Adresse,Surface,Prix
casablanca,27/04/2026,Bel appartement 2ch 111 m2 avec vue sur jardin,"Maârif Extension, Casablanca",111m²,1 980 000 DH
casablanca,27/04/2026,Vente appartement cfc 3 chambres moderne,"Casablanca Finance City, Casablanca",158m²,4 750 000 DH
casablanca,27/04/2026,Appartement quartier Franceville,"Franceville, Casablanca",133m²,1 800 000 DH
casablanca,N/A,N/A,N/A,N/A,N/A
casablanca,27/04/2026,Villa moderne quartier Polo,"Polo, Casablanca",840m²,12 500 000 DH
casablanca,27/04/2026,"Superbe Appartement à Vendre à Bouznika 
Plage",Casablanca,216m²,4 300 000 DH
casablanca,27/04/2026,Studio de standing aux Princesses avec terasse 73m,"Les princesses, Casablanca",73m²,1 350 000 DH
casablanca,27/04/2026,"Appartement en vente au quartier la villette. 
2 chambres. 
...","Hay Palestine, Casablanca",98m²,980 000 DH
casablanca,N/A,Appartement a vendre à ENNASSIM casa,"Nassim 1, Casablanca",88m²,Prix à consulter
casablanca,N/A,"Bel appartement à vendre à Bernoussi.
Surface de 62 m²","Bernoussi, Casablanca",62m²,400 000 DH
casablanca,27/04/2026,Immeuble 2 facades 3 etages hay farah,"Hay Alfarah, Casablanca",320m²,1 200 000 DH
casablanca,27/04/2026,Appart neuf haut standing à 2mn du CFC,"Beauséjour, Casablanca",169m²,1 950 000 DH
casablanca,27/04/2026,Appatement Equipée et 2 Façades A Sidi Moumen,"Tacharouk (Hay Al Walaa), Casablanca",56m²,600 000 DH
casablanca,27/04/2026,"Très bel appartement entièrement rénové, situé à 6 minutes à...","Belvédère, Casablanca",123m²,1 550 000 DH
casablanca,27/04/2026,A vendre Appartement 121 m² 2 chambres Palmier,"Palmier, Casablanca",121m²,1 500 000 DH
casablanca,N/A,Magnifique Appartement palmier,"Palmier, Casablanca",210m²,2 400 000 DH
casablanca,27/04/2026,"A vendre Appartement 90m2 
Triangle Or Bourgogne","Triangle d'Or, Casablanca",90m²,1 750 000 DH
casablanca,27/04/2026,"Studio Neuf 42m2 
2è étg 
Balcon Princesses","Les princesses, Casablanca",42m²,1 300 000 DH
casablanca,27/04/2026,"Vente d'un bel appartement à Hay Moulay Abdellah.
Surface de...","Hay Moulay Abdellah, Casablanca",90m²,1 200 000 DH
casablanca,27/04/2026,"A Vendre Duplex 178 m2 
Rooftop 47 m2","Lusitania, Casablanca",225m²,1 980 000 DH
casablanca,27/04/2026,Appartement à vendre Californie,"Californie, Casablanca",86m²,1 500 000 DH
casablanca,27/04/2026,"Appartement à Vendre de 116.0 m² à Casablanca, 
Hopitaux","Les Hôpitaux, Casablanca",116m²,1 850 000 DH
casablanca,27/04/2026,Villa de haut standing à vendre à Ain Diab Extension. 3 cham...,"Ain Diab Extension, Casablanca",413m²,650 000 DH
casablanca,27/04/2026,Studio premium,"Bourgogne Ouest, Casablanca",56m²,1 300 000 DH
casablanca,01/05/2026,Splendide villa à vendre à Ain Diab. 4 pièces confortables,"Ain Diab Extension, Casablanca",785m²,14 500 000 DH
casablanca,27/04/2026,Bel appartement a vendre,"Sidi Maarouf, Casablanca",87m²,980 000 DH
casablanca,27/04/2026,Studio Neuf 53m2 3è étage Balcon Clim Rivièra,"Riviera, Casablanca",53m²,1 060 000 DH
casablanca,27/04/2026,Appart Neuf 3ChS 4è étg 66m2 2SdB garage Maarif,"Maârif, Casablanca",66m²,1 250 000 DH
casablanca,02/05/2026,"Appartement a louer, meuble, résidence sécurise","Les Hôpitaux, Casablanca",135m²,12 000 DH
casablanca,27/04/2026,Duplex Neuf de 52m2 avec Terrasse à Palmier,"Palmier, Casablanca",52m²,1 250 000 DH
casablanca,27/04/2026,Studio premium à saisir,"Palmier, Casablanca",56m²,1 350 000 DH
casablanca,27/04/2026,Studio Neuf façade 38m 2è ét Balcon garage Palmier,"Palmier, Casablanca",38m²,1 260 000 DH
casablanca,27/04/2026,Studio Neuf 42m 2è étg Balcon garage titré Palmier,"Palmier, Casablanca",42m²,1 250 000 DH
casablanca,N/A,"Vente d'un bel appartement à Triangle d'Or. 
5 pièces","Triangle d'Or, Casablanca",343m²,7 800 000 DH
casablanca,N/A,"Appartement à l'achat à Racine. 
3 belles chambres","Racine, Casablanca",260m²,6 500 000 DH
casablanca,N/A,N/A,N/A,N/A,N/A
casablanca,27/04/2026,"Appartement à Vendre de 283.0 m² à Casablanca, Maarif","Maârif, Casablanca",283m²,5 200 000 DH
casablanca,27/04/2026,"Appartement à Vendre de 123.0 m² à Casablanca, Belvedere Roc...","Belvédère, Casablanca",123m²,1 550 000 DH
casablanca,27/04/2026,"Villa à Vendre de 594.0 m² à Casablanca, Californie","Californie, Casablanca",594m²,10 300 000 DH
casablanca,27/04/2026,"Appartement à Vendre de 176.0 m² à Casablanca, Mers Sultan","Mers Sultan, Casablanca",176m²,2 650 000 DH
casablanca,27/04/2026,Vente d'un bel appartement à Oasis. 1 Pièce. Salon Marocain...,"Oasis, Casablanca",50m²,1 180 000 DH
casablanca,27/04/2026,Bel appartement à vendre à Maârif Extension. 6 grandes pièce...,"Maârif Extension, Casablanca",162m²,2 560 000 DH
casablanca,27/04/2026,"Appartement à l'achat à Palmier. 1 Pièce. Porte blindée, sal...","Palmier, Casablanca",50m²,1 180 000 DH
casablanca,27/04/2026,Appartement à l'achat à Belvédère. Surface de 75 m²,"Belvédère, Casablanca",75m²,1 210 000 DH
casablanca,27/04/2026,Vend appartement à Belvédère. 2 belles chambres,"Belvédère, Casablanca",75m²,1 210 000 DH
casablanca,27/04/2026,Superbe appartement à vendre à Belvédère. 3 chambres,"Belvédère, Casablanca",92m²,1 380 000 DH
casablanca,27/04/2026,Appartement à l'achat à Belvédère. Surface de 82 m²,"Belvédère, Casablanca",82m²,1 250 000 DH
casablanca,27/04/2026,Appartement à l'achat à Belvédère. 1 chambre,"Belvédère, Casablanca",48m²,709 670 DH
casablanca,27/04/2026,Appartement à vendre à Belvédère. Superficie 80 m²,"Belvédère, Casablanca",80m²,1 150 000 DH
casablanca,27/04/2026,Superbe appartement à vendre à Belvédère. 2 chambres,"Belvédère, Casablanca",83m²,1 280 000 DH
casablanca,27/04/2026,Appartement à vendre à Belvédère. 2 chambres,"Belvédère, Casablanca",82m²,1 040 000 DH
casablanca,27/04/2026,Appartement en vente à Belvédère. Superficie 81 m²,"Belvédère, Casablanca",81m²,1 590 000 DH
casablanca,27/04/2026,Superbe appartement à vendre à Belvédère. 4 chambres,"Belvédère, Casablanca",215m²,2 020 000 DH
casablanca,27/04/2026,Appartement en vente à Belvédère. Surface de 88 m²,"Belvédère, Casablanca",88m²,1 450 000 DH
casablanca,27/04/2026,Vente d'un bel appartement à Belvédère. 2 belles chambres,"Belvédère, Casablanca",82m²,950 000 DH
casablanca,27/04/2026,"Villa avec piscine privée – Oulfa 2,8 MDH","Oulfa, Casablanca",350m²,2 800 000 DH
casablanca,27/04/2026,Résidence fermée  Tram T1 –  ***-****** DH,"Sidi Moumen, Casablanca",62m²,520 000 DH
casablanca,27/04/2026,Appartement Gauthier,"Gauthier, Casablanca",201m²,4 700 000 DH
casablanca,27/04/2026,"Appartement à l'achat à Les princesses. 
1 chambre. 
Salon t...","Les princesses, Casablanca",50m²,1 280 000 DH
casablanca,27/04/2026,Bel appartement princesses,"Les princesses, Casablanca",150m²,2 000 000 DH
casablanca,27/04/2026,Appartement meublé de 52m2 à Maarif,"Maârif, Casablanca",52m²,1 300 000 DH
casablanca,27/04/2026,"Vend appartement à Les princesses. 
3 chambres","Les princesses, Casablanca",133m²,2 000 000 DH
casablanca,27/04/2026,BdAppartement à usage habitation ou professionnel,"Maârif Extension, Casablanca",69m²,1 400 000 DH
casablanca,27/04/2026,Bel appartement à vendre VAL FLEURI,"Val Fleury, Casablanca",132m²,2 000 000 DH
casablanca,27/04/2026,Appartement duplex vue dégagée 129 m,"Beauséjour, Casablanca",129m²,1 595 000 DH
casablanca,27/04/2026,Studio premium à saisir,"Les princesses, Casablanca",70m²,1 850 000 DH
casablanca,27/04/2026,Appartement de 119 m² à Casablanca,"Ferme Bretonne (Hay Arraha), Casablanca",119m²,1 950 000 DH
casablanca,N/A,N/A,N/A,N/A,N/A
casablanca,27/04/2026,Appartement à l'achat à Triangle d'Or,"Triangle d'Or, Casablanca",205m²,4 500 000 DH
casablanca,27/04/2026,"Appartement à Vendre de 60.0 m² à Casablanca, Oulfa","Oulfa, Casablanca",60m²,1 050 000 DH
casablanca,27/04/2026,"Appartement à Vendre de 223.0 m² à Casablanca, Ain Diab","Ain Diab, Casablanca",223m²,3 200 000 DH
casablanca,28/04/2026,"Vente d'un bel appartement à Les princesses. 
1 chambre. 
Bi...","Les princesses, Casablanca",48m²,1 350 000 DH
casablanca,27/04/2026,"Bel appartement à vendre à Ferme Bretonne. 
2 chambres agréa...","Ferme Bretonne (Hay Arraha), Casablanca",96m²,2 005 500 DH
casablanca,27/04/2026,"Très Beau DUPLEX à vendre 
AIN DIAB","Ain Diab, Casablanca",350m²,5 800 000 DH
casablanca,N/A,"Appartement à vendre à Californie. 
3 belles chambres","Californie, Casablanca",130m²,1 850 000 DH
casablanca,27/04/2026,Immeuble de studios à vendre – Val Fleury,"Val Fleury, Casablanca",50m²,949 775 DH
casablanca,27/04/2026,Maison de haut standing à vendre à Polo,"Polo, Casablanca",601m²,14 000 000 DH
casablanca,27/04/2026,Maison a vendre a sidi bernoussi,"Bernoussi, Casablanca",160m²,Prix à consulter
casablanca,27/04/2026,A vendre Appartement 138m2 3ch Gauthier,"Gauthier, Casablanca",138m²,2 000 000 DH
casablanca,N/A,Maison,"Hay Mohammadi, Casablanca",86m²,2 800 000 DH
casablanca,27/04/2026,Opportunité à rénover – Bourgogne Ouest,"Bourgogne Ouest, Casablanca",132m²,2 200 000 DH
casablanca,N/A,Appartement,"Artisanat, Casablanca",50m²,240 000 DH
casablanca,27/04/2026,VENTE APPARTEMENT Maarif Extension,"Maârif Extension, Casablanca",169m²,2 000 000 DH
casablanca,27/04/2026,"A vendre Appartement meublé 200m2 
Gauthier","Gauthier, Casablanca",200m²,3 800 000 DH
casablanca,27/04/2026,"Appartement à vendre à Racine. 
Surface totale 159 m². 
Terr...","Racine, Casablanca",159m²,3 750 000 DH
casablanca,27/04/2026,Appartement de 57 m² à Casablanca,"Oasis, Casablanca",57m²,1 275 000 DH
casablanca,27/04/2026,Appartement de 46 m² à Casablanca,"Oasis, Casablanca",46m²,1 101 600 DH
casablanca,27/04/2026,Appartement de 75 m² à Casablanca,"Oasis, Casablanca",75m²,1 430 000 DH
casablanca,27/04/2026,Studio premium à saisir,"Palmier, Casablanca",50m²,1 220 000 DH
casablanca,27/04/2026,"Appartement à Vendre de 145.0 m² à Casablanca, Gauthier","Gauthier, Casablanca",145m²,2 595 000 DH
casablanca,27/04/2026,"Villa à Vendre de 462.0 m² à Casablanca, Californie","Californie, Casablanca",462m²,9 900 000 DH
casablanca,27/04/2026,"Villa à Vendre de 243.0 m² à Casablanca, Oulfa","Oulfa, Casablanca",243m²,3 340 000 DH
casablanca,27/04/2026,"Appartement à Vendre de 198.0 m² à Casablanca, La Gironde","La Gironde, Casablanca",198m²,2 500 000 DH
casablanca,N/A,Appartement 123 m² à vendre – Ziraoui / Zerktouni,"Bourgogne Est, Casablanca",123m²,1 600 000 DH
casablanca,27/04/2026,Vente villa à ain chock a cote haddaouia en face du cétre d’...,"Hay Haddaouia, Casablanca",360m²,4 200 000 DH
casablanca,27/04/2026,"2 Mars Beau Duplex 134 m², Lumineux et Central","Mers Sultan, Casablanca",134m²,1 950 000 DH
casablanca,27/04/2026,"Rue Sultan Rue Bouchenou, Casablanca","Bouchentouf, Casablanca",45m²,250 000 DH
casablanca,27/04/2026,Superbe appartement à vendre à Derb Chorfa. 1 Pièce. Concier...,"Derb Chorfa, Casablanca",66m²,580 000 DH
casablanca,27/04/2026,"Bel appartement à vendre à Californie.
Surface totale 170 m²...","Californie, Casablanca",170m²,2 600 000 DH
casablanca,N/A,N/A,N/A,N/A,N/A
casablanca,27/04/2026,Appart a vendre,"Val Fleury, Casablanca",135m²,2 800 000 DH
casablanca,N/A,Maison à vendre – Spécial promoteurs chouka,"Hay Mohammadi, Casablanca",174m²,650 000 DH
casablanca,27/04/2026,Appartement Art Déco Centre Casa Vue jardin Consul,"Mers Sultan, Casablanca",94m²,150 000 EUR
casablanca,27/04/2026,Appartement 117 m² casablanca bournazil,"Bournazil, Casablanca",117m²,100 000 000 DH
casablanca,27/04/2026,Anfa superieur/villa d'architecte terrain 1958m2,"Anfa Supérieur, Casablanca",1958m²,40 000 000 DH
casablanca,27/04/2026,"Appartement à vendre à Triangle d'Or, 
Abdellatif Ben Kaddou...","Triangle d'Or, Casablanca",165m²,3 500 000 DH
casablanca,27/04/2026,Maison oulfa sur boulevard commercial,"Oulfa, Casablanca",99m²,4 500 000 DH
casablanca,27/04/2026,"Appartement 3 chambres, les champs Oued Ziane","Belvédère, Casablanca",100m²,1 400 000 DH
casablanca,27/04/2026,Appartement de standing de 220 m² avec vue dégagée – Triangl...,"Triangle d'Or, Casablanca",220m²,4 800 000 DH
casablanca,27/04/2026,Villa de 389 m² à Casablanca,Casablanca,389m²,2 990 000 DH
casablanca,27/04/2026,Appartement de 182 m² à Casablanca,"Maârif, Casablanca",182m²,2 880 000 DH
casablanca,27/04/2026,Appartement de 304 m² à Casablanca,"Palmier, Casablanca",304m²,4 950 000 DH
casablanca,27/04/2026,Résidence haut standing avec vue mer – Nouvelle corniche – I...,"Aïn Sebaâ, Casablanca",88m²,750 000 DH
casablanca,27/04/2026,Sublime Appartement 150m² Vue Jardin CFC,"Casablanca Finance City, Casablanca",150m²,3 650 000 DH
casablanca,27/04/2026,"Appartement à Vendre de 206.0 m² à Casablanca, Maarif Extens...","Maârif Extension, Casablanca",206m²,2 600 000 DH
casablanca,27/04/2026,"Villa à Vendre de 81.0 m² à Casablanca, Oulfa","Oulfa, Casablanca",81m²,2 800 000 DH
casablanca,27/04/2026,"Appartement à Vendre de 185.0 m² à Casablanca, Sindibad","Ain Diab, Casablanca",185m²,4 900 000 DH
casablanca,27/04/2026,"Appartement à Vendre de 167.0 m² à Casablanca, 
Hopitaux","Les Hôpitaux, Casablanca",167m²,2 595 000 DH
casablanca,27/04/2026,"Appartement à Vendre de 131.0 m² à Casablanca, Oulfa","Oulfa, Casablanca",131m²,1 300 000 DH
casablanca,27/04/2026,"Appartement à Vendre de 122.0 m² à Casablanca, Bourgogne Anf...","Bourgogne Ouest, Casablanca",122m²,2 350 000 DH
casablanca,27/04/2026,"Appartement à Vendre de 110.0 m² à Casablanca, Oasis","Oasis, Casablanca",110m²,2 100 000 DH
casablanca,27/04/2026,"Appartement à Vendre de 130.0 m² à Casablanca, Lusitania","Lusitania, Casablanca",130m²,1 980 000 DH
casablanca,27/04/2026,Belle rue de racine,"Racine, Casablanca",180m²,3 050 000 DH
casablanca,27/04/2026,Charmante villa renove,"Ain Diab, Casablanca",321m²,8 500 000 DH
casablanca,27/04/2026,Coeur de polo,"Polo, Casablanca",929m²,10 000 000 DH
casablanca,27/04/2026,Bel appartement à vendre à Sidi Moumen. 2 belles chambres. P...,"Sidi Moumen, Casablanca",59m²,450 000 DH
casablanca,27/04/2026,"Appartement a vendre, 2mars casablanca","Mers Sultan, Casablanca",159m²,2 120 000 DH
casablanca,27/04/2026,A vendre Appt 226m2 4ch Racine,"Racine, Casablanca",226m²,4 500 000 DH
casablanca,27/04/2026,"Joli appartement 2 chambres en résidence, Californie","Californie, Casablanca",100m²,1 800 000 DH
casablanca,27/04/2026,Appartements Neufs en vente,"Racine, Casablanca",120m²,3 100 000 DH
casablanca,27/04/2026,Superbe appartement rez de jardin dans un quartier prisé de...,"Ain Diab, Casablanca",182m²,4 500 000 DH
casablanca,N/A,N/A,N/A,N/A,N/A
casablanca,27/04/2026,À VENDRE – Villa Prestige avec Piscine Aïn Diab,"Ain Diab, Casablanca",450m²,9 000 000 DH
casablanca,27/04/2026,Studio Neuf 44m2 2è étg Terrasse garage Palmier,"Palmier, Casablanca",44m²,1 250 000 DH
casablanca,27/04/2026,Vente Appartement à quartier des hôpitaux,"Les Hôpitaux, Casablanca",65m²,1 075 000 DH
casablanca,27/04/2026,Très jolie appartement de 2 ch sur ferme bretonne,"Ferme Bretonne (Hay Arraha), Casablanca",77m²,1 390 000 DH
casablanca,27/04/2026,Titré,"Bourgogne Ouest, Casablanca",323m²,3 600 000 DH
casablanca,27/04/2026,Vente bel appartement rénové avec grande Terrasse,"Les princesses, Casablanca",165m²,2 000 000 DH
casablanca,27/04/2026,Appartement Hôpitaux,"Les Hôpitaux, Casablanca",144m²,2 250 000 DH
casablanca,27/04/2026,Appartement à vendre 148 m spacieuse et lumineuse,"Hay Hassani, Casablanca",148m²,2 000 000 DH
casablanca,27/04/2026,Appartement 63m à vendre à laymoun,"Oulfa, Casablanca",63m²,840 000 DH
casablanca,27/04/2026,"Maison à l'achat à Oulfa. 
6 chambres. 
Parking","Oulfa, Casablanca",140m²,6 000 000 DH
casablanca,27/04/2026,"Villa à vendre Dar Bouazza – 327 m², résidence privée sécuri...",Casablanca,327m²,4 540 000 DH
casablanca,27/04/2026,"Superbe studio à vendre les princesses 
avc terass","Les princesses, Casablanca",60m²,1 300 000 DH
casablanca,27/04/2026,Jolu Appart 208m2 à Gauthier avec Grand Terrasse,"Gauthier, Casablanca",208m²,3 200 000 DH
casablanca,27/04/2026,Studio a vendre en cours de finition palmier,"Palmier, Casablanca",33m²,980 000 DH
casablanca,27/04/2026,Studio 2 chambres avec terrasse,"Les princesses, Casablanca",119m²,1 550 000 DH
casablanca,27/04/2026,A vendre appartement 122m² BD Zerktouni Casablanca,"Bourgogne Est, Casablanca",122m²,2 350 000 DH
casablanca,27/04/2026,Appartement au rez de chaussée,"Bernoussi, Casablanca",57m²,350 000 DH
casablanca,27/04/2026,Maison Haut Standing OULFA,"Oulfa, Casablanca",405m²,3 200 000 DH
casablanca,27/04/2026,Studio meublé avec terrasse,"Les Hôpitaux, Casablanca",100m²,1 265 000 DH
casablanca,27/04/2026,Beau STUDIO meublé à vendre,"Oasis, Casablanca",58m²,1 200 000 DH
casablanca,27/04/2026,Casablanca Marina: Vente appartement de 2 chambres. Surface...,"Casablanca Marina, Casablanca",189m²,6 400 000 DH
casablanca,27/04/2026,Studio d'exception a 2 pas de Ghandi et du tram,"Oasis, Casablanca",47m²,7 000 DH
casablanca,27/04/2026,Villa a vendre a ouelfa zoubir,"Hay Zobir, Casablanca",200m²,3 200 000 DH
casablanca,27/04/2026,Vente d'un bel appartement à Gauthier. 4 pièces. Avec ascens...,"Gauthier, Casablanca",212m²,3 200 000 DH
casablanca,27/04/2026,Dar Bouazza. Maison 6 chambres. Terrasse,"Sidi Maarouf, Casablanca",500m²,3 200 000 DH
casablanca,27/04/2026,Opportunité à saisir: Quartier Foncière,"Foncière, Casablanca",119m²,1 150 000 DH
casablanca,27/04/2026,Studio en vente à Anfa. 1 belle chambre. Cuisine entièrement...,"Anfa, Casablanca",48m²,1 300 000 DH
casablanca,27/04/2026,Bel appartement moderne à vendre plein Racine,"Racine, Casablanca",177m²,3 150 000 DH
casablanca,27/04/2026,Vente d'un bel appartement à Val Fleury. 3 pièces confortabl...,"Val Fleury, Casablanca",118m²,1 700 000 DH
casablanca,27/04/2026,"Studio à vendre à Les princesses. 
Surface totale 50 m². 
Po...","Les princesses, Casablanca",50m²,1 100 000 DH
casablanca,27/04/2026,Splendide villa avec piscine Californie,"Californie, Casablanca",1244m²,20 000 000 DH
casablanca,N/A,N/A,N/A,N/A,N/A
casablanca,27/04/2026,Appartement à vendre à Bourgogne,"Bourgogne Ouest, Casablanca",92m²,1 200 000 DH
casablanca,27/04/2026,Bel appartement a vendre a oasis,"Oasis, Casablanca",118m²,2 400 000 DH
casablanca,27/04/2026,Maison,"Derb Koréa, Casablanca",100m²,3 000 000 DH
casablanca,27/04/2026,Maison à vendre à Hay Alfarah. Surface totale 60 m². Spacieu...,"Hay Alfarah, Casablanca",60m²,2 500 000 DH
casablanca,27/04/2026,Très bel appartement sans vis à vis proche CFC,"Ferme Bretonne (Hay Arraha), Casablanca",89m²,1 350 000 DH
casablanca,27/04/2026,Grand terrain avec villa à rénové/demolir à vendre sur Calif...,"Vermont, Casablanca",2040m²,18 360 000 DH
casablanca,27/04/2026,Appartement à louer 84 m² à Casablanca,"Maârif, Casablanca",84m²,8 000 DH
casablanca,27/04/2026,Magnifique Studio à louer au quartier racine,"Racine, Casablanca",55m²,9 000 DH
casablanca,27/04/2026,Studio premium à saisir,"Les princesses, Casablanca",60m²,1 300 000 DH
